1779,94,14176
13674,79,3700
771,34,2794
11254,50,10127
12943,97,11479
13626,179,11019
11078,227,4855
5083,119,9590
3572,179,14447
10460,17,13512
10251,41,13698
9342,134,4713
2745,97,5931
11714,175,14200
11882,17,6262
14246,145,5297
13759,77,13081
12667,151,1592
8844,94,9115
2496,233,6127
12007,17,716
2642,79,1891
12563,89,14014
5794,23,10406
14141,9,9590
7283,203,12968
2596,132,13783
7724,233,7694
7801,162,6204
2072,116,13897
9220,170,459
3435,132,1806
6139,59,14349
13740,112,13700
4528,97,11574
13364,106,4744
12469,112,4752
12880,4,1579
10612,202,6814
1076,168,9295
12219,132,1806
5130,202,8837
7226,2,8112
5094,58,4094
12341,157,9722
13889,97,26
1064,171,10054
9045,179,12305
941,170,3237
11606,97,12034
1682,112,13700
10871,152,13446
4019,145,1374
9152,109,4984
10850,103,7910
573,97,2506
14171,163,11100
8211,211,728
13224,169,10303
11647,62,14014
518,89,3686
4888,63,3922
4966,233,8826
8708,125,4300
6003,227,4855
8751,2,7322
9422,7,7830
9919,161,9887
4063,213,13923
5853,165,5312
14271,202,1937
3904,20,3904
3158,134,14369
12726,132,13783
159,17,5765
293,41,4724
5183,169,5057
7335,200,4784
7863,2,13944
13927,85,659
1937,97,13129
11983,116,5940
5858,89,3686
2073,35,2322
12887,233,11035
3243,179,10999
300,202,9307
12388,162,2060
2064,134,6774
6481,170,8710
11606,97,8686
14485,202,13790
11648,40,1075
145,83,8596
10523,93,6576
14427,79,10175
5860,132,4139
484,205,14281
14160,227,4855
1513,17,6686
355,106,1929
3949,87,6914
9726,73,13195
13138,119,9590
5643,177,7259
4806,53,13336
7301,97,7274
2414,95,13349
6910,168,1517
12368,173,5312
2647,96,13349
12840,94,10474
4728,103,5456
9157,202,13413
2165,17,10510
7015,116,5765
3743,4,11695
6326,9,6910
13198,202,10185
4114,94,6179
9982,109,12149
7969,132,13516
2186,205,6047
2499,171,3926
8795,70,5484
13392,81,10552
2681,230,9948
6954,94,5939
9572,43,11362
13342,94,8827
11289,139,2413
10884,209,1215
6018,202,2495
573,97,8691
10410,44,107
8518,17,5875
11169,94,505
3771,194,6173
11259,171,7104
8774,48,5312
9690,102,10101
13737,96,2726
4069,230,11762
11466,186,13195
12210,10,912
648,112,13700
896,106,6999
5576,94,14328
5262,97,7254
9326,205,10295
49,7,2313
14496,9,12396
1372,77,1657
3041,202,2562
13422,41,4276
7368,203,1371
2370,233,12715
4183,127,2319
849,189,12131
7254,134,10450
13253,202,11352
6332,43,13748
4456,41,24
3965,168,7585
9669,109,10106
5055,94,1465
7347,94,812
9491,17,8596
5649,202,4198
3285,134,7483
11398,1,765
13183,17,10510
11490,95,9326
6478,64,4013
3676,17,4676
4727,139,3986
10192,205,7997
1660,236,9008
12535,210,5312
1968,79,2587
5872,173,5312
6326,17,8027
716,167,14408
12357,203,11229
1523,85,8685
11689,115,10871
10232,103,6749
3983,86,11701
1827,102,10101
8403,202,13690
1742,94,6978
10151,2,8430
2732,17,4676
1692,95,6047
11518,48,5312
13195,168,7525
8787,200,10986
12690,85,14005
231,2,9572
10749,94,13608
9590,231,4975
8116,1,5946
9203,44,12868
226,97,14254
9945,119,11493
6384,134,11710
8892,233,2599
12396,72,13662
6907,145,1844
10875,209,8711
4884,145,11948
8483,168,12373
5514,115,5461
9282,202,9055
11344,119,9590
9590,231,5105
10419,126,13029
3732,201,6977
7752,152,2834
9863,112,4057
11270,202,7222
10099,188,7123
13862,230,2583
11146,94,8980
4669,2,9562
5148,62,3120
4176,132,13516
12162,131,4409
6558,154,1087
6964,116,5256
2626,22,10035
9677,168,13419
14133,94,12790
7376,230,8019
11689,132,11742
1572,89,3686
8920,169,2098
4336,47,6024
1795,145,11948
982,202,11626
11232,145,5297
13297,132,9496
14414,44,6348
11606,97,11446
165,109,10206
7602,41,10776
7781,233,2614
14107,227,11330
2899,132,11158
1064,94,693
10417,179,8681
7467,132,2866
13911,171,12624
13050,10,13320
12355,202,13573
9936,44,5466
7483,97,7592
8611,65,8723
5549,223,7257
11420,194,9116
8554,2,9998
9940,171,4819
6009,145,2508
11552,94,7051
2313,168,7242
8972,95,4816
2844,119,9590
13195,168,13882
4901,17,7658
12829,230,3993
13349,58,10482
10008,62,3120
2355,179,5383
5363,43,11862
8013,94,3319
8017,171,6965
5601,94,6084
713,50,10127
3099,9,8348
6084,94,4155
13468,4,9885
7244,112,13700
8165,168,7361
5825,175,767
13064,97,12523
6853,132,9496
5071,19,4503
1948,99,8036
9859,205,8987
7810,213,13923
4721,24,4721
3621,169,11167
11072,97,9858
12996,141,13700
8807,4,13444
5752,112,2325
2111,164,12020
10276,17,9677
1730,17,11986
10695,48,5312
1422,142,13195
11219,192,7156
722,2,11965
3204,132,13516
12005,17,1112
243,127,7123
2405,58,8155
6988,177,9983
4644,17,4162
5386,96,468
10800,109,7398
12034,17,2655
4888,63,356
13598,70,4507
1492,169,13357
13156,17,9590
4134,96,5461
3235,94,8717
10166,62,14014
8297,94,4667
2261,171,861
8230,42,12386
10529,17,11231
10396,117,8872
1872,145,1372
2454,223,7257
13195,168,9726
1363,96,14157
14042,17,1625
10204,17,6279
10514,119,13195
2655,157,13310
12698,136,2276
5772,230,13134
4589,59,12991
4659,145,1008
715,13,12646
13934,132,9496
12108,77,8363
9262,13,12646
1140,2,2841
2009,102,10101
5309,146,5309
3112,94,12696
12653,127,4575
6353,17,9590
9074,44,10399
7706,102,10101
7152,174,13362
5987,139,1533
13669,103,6749
2670,100,7536
5036,132,2148
13477,171,9955
10408,2,9734
13349,152,8586
10025,17,4731
9223,94,7638
5215,215,5493
9671,65,4730
3790,35,4861
13826,132,13783
14157,19,5071
4676,77,10897
10806,85,3639
10083,94,4007
10085,196,5444
8380,17,833
13304,139,206
14334,179,1119
2424,116,10682
821,2,5649
6049,196,5444
6011,109,6756
3584,115,5461
439,2,12102
1836,233,2416
13640,49,6033
10702,196,5444
9531,66,9590
13563,179,12514
11115,205,12329
13985,4,4325
5409,188,4575
11983,116,12274
1936,131,9019
13232,132,5774
6004,85,13032
9181,115,7752
4363,169,8735
595,109,13519
9949,97,12643
9451,196,5444
9435,230,8079
4888,209,8371
11749,94,1152
2082,203,3191
6256,162,6222
4977,103,5456
4300,115,11115
7976,227,11330
13994,112,4057
1053,81,5478
11440,119,9590
8892,169,5620
7013,17,158
11670,94,3086
3998,80,13583
11709,49,2791
13195,167,10378
4888,63,3611
7339,54,9207
254,132,10730
6751,106,11498
2626,31,10181
1979,150,4358
3336,6,869
11554,119,9590
9579,45,5095
8909,145,9908
6156,62,3686
12475,145,5297
6451,233,10083
229,196,5444
3436,109,13657
10180,53,1536
298,94,9221
4237,173,5312
7721,113,3522
618,127,7335
11049,70,6332
5760,94,912
12727,235,12733
5056,9,4676
7764,174,7391
4690,96,12954
7939,196,5444
14095,192,11598
8063,2,1729
12169,99,4493
13364,106,5601
7081,152,2778
4665,174,2011
4401,7,2313
9326,152,350
10523,196,5444
9879,168,1753
4400,205,3246
11645,89,3686
4888,117,6533
8482,102,10101
2625,87,10539
5063,202,4837
12970,109,10806
10714,171,11789
371,119,13195
3744,195,12135
8584,132,3051
2253,94,9178
3939,168,9835
10562,87,10455
12400,119,9590
4816,58,12895
12271,70,12316
9302,181,1796
130,132,2866
8564,97,12213
7885,35,7558
2670,100,1499
4186,15,13402
12252,168,1889
9191,171,10144
13195,168,5622
4344,103,1414
2052,97,4819
3330,110,12328
11739,17,716
13047,50,10127
5899,109,10025
12187,50,10127
9729,2,7005
11233,62,3120
958,132,12336
5308,115,5094
10157,134,5636
2005,200,6946
11606,233,12420
10836,230,6745
9131,2,9998
8305,43,8170
11626,233,9962
4329,97,3447
4784,175,13012
10079,203,12440
7303,202,13690
14322,145,11921
5415,7,7830
2405,96,9326
5742,179,2592
8434,171,13049
11477,94,13953
5676,106,1989
3720,2,7610
7943,191,5371
5909,202,14369
5835,17,833
1814,17,13195
8693,201,13804
11352,169,8489
4143,179,12421
6725,58,10309
4895,202,11847
10185,97,11025
11616,40,1149
9680,157,13310
3647,0,13717
4028,89,8787
7873,132,13783
13992,155,2991
3547,139,11811
12960,2,937
5682,196,5444
13792,168,12937
11562,70,5484
10557,233,7512
12579,44,1712
4223,132,13783
4884,170,11946
799,132,40
5257,83,4525
12107,119,11493
11887,54,752
2109,168,12390
5451,171,11562
1363,96,468
13835,169,2098
2093,17,6910
8704,134,7483
11434,227,11330
877,168,3803
6866,122,13273
4784,188,2858
8892,169,1996
4914,94,9560
5429,2,9467
12108,77,827
11684,3,5312
908,41,1944
8727,202,3049
912,94,8603
9725,103,6749
12241,145,1289
5268,227,11330
14503,64,12905
9590,168,7755
11270,171,974
14131,70,6332
12726,230,1944
2001,145,1374
1844,77,9963
11340,94,4235
11797,4,14129
9187,115,6753
54,145,6613
7603,164,10525
10522,164,9299
4905,175,13705
1911,94,14480
6719,202,2392
1690,89,3120
10157,112,2325
3249,23,11600
9425,152,11153
3120,200,7346
11776,234,10118
3,68,9875
9863,145,10892
10101,56,6268
3893,132,2866
653,77,12024
9766,160,11759
9432,24,9432
3622,171,1956
13819,106,13974
5390,99,7226
4886,43,2591
5813,202,9055
10028,202,1170
9990,203,9048
2268,21,8327
9741,162,3295
1390,17,9590
6644,97,9090
226,97,12241
5510,132,13783
2462,109,1612
9771,171,2564
14162,233,5083
6035,2,1151
2377,102,1206
6834,61,14032
12790,171,2765
11078,132,12336
3561,104,2682
6944,2,6595
2193,77,7213
8461,51,3450
6173,41,10799
10258,152,4783
2211,141,2325
14271,43,12665
10996,85,7751
1793,62,3120
4129,116,5079
2579,85,12923
8555,207,2741
11687,15,11640
270,202,10571
7020,2,1911
11606,97,5086
2609,17,10510
8826,202,11886
7902,79,3059
7887,117,2465
1508,171,8730
412,105,6945
14423,43,1205
13912,17,2130
5198,94,7833
10302,17,13016
294,62,14014
2979,233,4392
1675,67,5312
4006,214,2234
10432,9,9590
6457,179,8953
12996,94,206
5837,132,4517
8027,167,2477
6270,103,2500
7135,109,13994
3480,202,573
7543,211,9233
4666,202,14178
360,109,13740
3609,79,2471
9812,202,11072
13951,132,10730
5130,171,8906
12575,132,555
7845,97,10984
11115,58,9772
10191,203,9849
13413,97,6790
8886,2,11552
3497,94,11462
14061,179,4852
8623,35,4845
597,17,14274
3223,94,7347
1285,1,1437
8986,59,9699
6128,168,7433
4085,103,566
10302,134,573
6346,187,13123
13563,179,3041
1739,152,10290
10344,62,8787
7548,97,13246
5960,141,13700
6961,41,4997
14417,24,14417
8078,173,9887
4800,230,2313
8581,26,12364
3402,109,12423
1731,45,11620
5373,109,14032
2893,94,10336
837,48,5312
8555,2,3772
2501,223,7257
6022,94,8112
6833,132,13516
655,102,10101
69,85,5103
1653,132,3431
800,119,13195
226,169,2008
11192,17,10125
13035,41,2887
7451,168,376
3757,179,3910
11852,130,6161
11012,77,7879
11116,200,8168
11139,132,11158
12406,87,8546
10344,89,3686
359,202,11657
13353,41,6494
8116,1,14078
10401,40,1932
3882,202,12255
10589,196,5444
12108,77,12796
11065,171,12810
9258,202,573
232,202,11626
4007,109,7114
13919,179,3279
10182,139,242
12758,67,5312
1810,85,14222
6656,43,13474
171,17,10510
2313,47,5095
4888,63,4335
8005,35,1006
14221,97,3299
4127,163,8338
9712,2,3497
7330,171,2207
240,19,11115
4075,47,10051
3261,17,11014
202,145,6613
14491,119,9590
7249,17,8596
7670,139,2691
5865,173,5312
10871,205,4816
89,145,8682
2112,96,9326
396,169,13304
8234,94,646
9344,155,1375
10074,154,14427
10310,227,11330
7428,200,13868
7856,94,12605
10950,202,3839
8398,179,2944
4170,213,12135
1715,112,13700
10250,94,8845
10411,85,13944
12579,44,8100
2212,102,10101
4489,112,4057
11344,202,11626
3176,139,5650
10712,109,208
8739,170,9231
6308,230,13362
8659,113,14430
2521,227,11330
7079,102,10101
9508,103,6136
11014,157,13310
3316,171,4776
7016,103,2747
8349,89,14014
5802,50,7618
1739,96,5614
7742,130,13142
12880,4,7418
1746,109,7621
12035,171,6835
9290,38,4676
14156,9,9590
12508,171,171
4217,2,11827
13413,97,3197
13413,97,4689
2126,229,7335
11898,97,8699
2030,77,14492
4102,84,3982
6678,41,3295
13195,77,6609
1873,2,3264
11351,94,8826
7837,227,11330
5409,127,7123
3339,139,9921
2283,103,1414
7863,94,9064
4115,176,3534
14369,97,3434
10894,176,10041
1956,170,10407
12003,109,13899
2213,202,13234
13362,192,10305
6868,94,13097
6886,106,9595
7801,17,9590
8348,231,10791
10670,119,11788
9556,202,14162
4801,200,10092
6151,35,4852
9312,26,12364
3389,17,13453
13028,103,287
5524,70,7153
1074,96,5948
8673,196,5444
265,171,13898
2047,203,5922
14233,112,4634
1723,50,10127
8843,44,3895
8880,171,14177
10401,40,9583
2098,139,12635
14162,233,8490
7410,87,10740
7610,2,6842
13641,175,9800
11933,94,8685
4124,103,11397
6140,202,14369
101,233,10448
12025,132,555
9114,97,4221
7121,119,11493
12815,139,3259
8338,116,128
9590,168,6761
7925,17,13195
7857,196,5444
5124,65,10743
11709,202,4932
7816,35,4967
4614,158,2357
6486,127,4575
11493,231,1856
7494,94,265
4510,84,5686
8947,162,13585
10770,96,8510
12108,77,13682
8639,227,11330
8341,169,10380
5530,9,10682
8684,169,8735
4932,169,4763
9676,109,8806
12059,227,11330
10842,171,3559
11181,227,11330
14294,139,12192
4641,97,4338
6116,202,3839
5860,132,81
8709,94,5400
14414,44,1744
8506,212,5926
2007,190,11100
13416,154,6180
13669,17,5371
13912,17,13296
5868,202,8543
3046,203,3532
2831,35,2270
14184,173,5341
1553,139,3694
7878,200,10092
14492,145,2030
5221,106,6354
11359,179,813
10048,134,5421
10177,19,4816
9959,192,13034
1075,79,8599
9180,233,4772
3523,45,1392
12163,196,5444
13450,235,11554
13323,94,13200
13341,132,3250
9765,116,8342
4223,132,9496
3686,200,2854
2224,132,13516
13730,80,6352
8557,185,1900
1560,2,1746
13944,230,13362
7671,6,4599
10294,62,14014
12781,119,11493
8435,85,6011
11286,202,7724
3888,2,9931
4468,203,13706
5136,171,7114
11729,132,555
14137,77,4096
14017,64,373
13350,79,2675
3036,164,711
120,227,11330
1138,139,9418
7795,202,4837
13349,96,11929
5100,7,8165
1155,35,3924
11688,143,5719
7978,2,13252
1193,217,4690
7530,194,7066
7950,176,12131
10980,205,9083
9787,52,4575
9619,43,11479
6782,87,8956
758,116,793
4814,171,13266
417,202,13234
4763,139,9144
108,202,12670
12450,64,26
10136,169,5987
8524,97,6756
7500,13,12646
12579,44,6266
8278,171,2245
14014,200,2105
8594,129,13505
11347,62,8787
10001,94,5436
2253,109,8647
2225,77,7500
5933,54,4448
9252,103,6749
6467,134,5336
708,181,3311
5984,109,9348
13105,31,2007
10577,132,256
8371,157,550
5581,145,11948
7319,17,8371
13623,195,12135
45,94,13008
12880,4,14159
3686,200,13355
13498,216,8193
7938,2,5548
4951,63,13819
4753,145,3712
3986,132,555
13530,132,4517
252,79,13173
904,129,7941
4313,48,5312
8348,31,7927
12420,202,9949
11352,97,11117
1464,2,6867
2410,94,12081
12664,97,10120
13737,205,2914
6842,2,12960
12096,233,12325
6576,89,8787
8857,97,1798
349,181,9985
4924,171,7780
14303,41,1944
12234,132,12336
8781,109,12067
558,85,14167
8080,146,8080
3846,86,11701
5581,129,8869
13866,83,13195
6151,35,13001
13741,97,12172
8477,179,13404
3004,106,14216
2488,175,3867
9464,94,10227
1794,145,1372
5857,9,2626
4575,135,2858
9942,137,13863
9661,179,3950
13318,230,8317
13080,88,8609
769,94,10834
10437,49,14286
9754,13,12646
13343,69,6905
13161,20,13161
11606,233,7665
8032,85,7959
14340,85,3870
7839,81,11163
8787,200,10869
8615,169,12152
13897,31,12574
3686,200,8732
4641,97,10850
14370,162,6204
8970,119,9590
3810,99,11633
7984,62,3120
9511,179,6602
10251,141,13700
13737,96,5094
15,129,13980
7734,194,3724
8156,202,6428
7163,85,12493
8160,168,5466
14476,134,7538
7594,132,14015
2967,202,5475
4641,233,11055
10884,209,5584
8348,168,3608
11497,202,8558
10626,171,13406
7321,205,10596
12833,94,14052
6259,170,4751
13047,170,8902
1996,139,8521
745,9,13195
10698,168,6718
13265,178,9152
12182,103,6
7359,230,9541
13851,145,6061
37,94,1877
1848,233,3623
6004,17,9677
1795,70,4602
7974,132,555
14285,77,1656
13084,177,701
14233,17,5875
8315,106,5044
6299,112,2325
183,106,4743
9988,227,4855
13242,103,2500
12664,97,12643
12720,97,1189
201,179,3054
9367,202,8713
9089,162,3438
5765,31,170
4892,175,1603
8341,97,8901
2892,171,4255
5972,112,9952
6264,89,14014
150,103,2500
8080,6,2560
12886,107,6669
30,145,10988
3934,4,7673
6755,17,4449
14316,174,1944
11760,139,513
13877,72,13662
10131,202,13343
11352,97,14101
3120,200,4823
10871,58,9200
4905,175,326
14364,233,311
10850,201,12723
4801,200,1370
10735,40,9408
6291,221,9590
10578,178,2860
2869,2,2928
13477,202,8978
2559,233,214
13683,202,12751
3162,102,10101
5721,35,5387
13429,145,626
2231,196,5444
9868,179,6719
9127,94,12064
3345,94,11914
6293,171,6972
10828,94,11728
7081,205,468
2580,17,8348
90,227,4855
4984,162,7447
12113,191,11788
13114,155,7786
6965,145,10892
5966,202,11626
12515,102,10101
7185,17,11231
8016,2,8688
9617,170,12541
7573,233,13978
6843,202,10156
12301,171,7490
3519,236,7223
8081,53,3468
9203,44,13012
3873,98,6516
2459,200,10327
7955,202,1446
5649,202,10926
14369,97,2812
6250,171,8230
13116,94,1816
7898,141,13700
11715,218,11244
5524,50,10127
8593,202,3198
3266,162,12535
4125,94,2552
4940,202,8978
9457,194,4583
7259,45,2588
2997,96,4816
4888,63,10713
468,96,13349
4816,96,6753
970,230,2011
3256,132,12336
12437,202,1116
7166,17,2655
7249,70,5363
1476,97,5486
9309,115,8987
3867,87,11548
449,202,7484
11776,151,5868
11780,101,6798
13639,165,5312
12172,17,6686
5541,203,9926
3810,99,2175
4022,230,13015
3071,134,226
8831,103,1414
8245,196,5444
10403,94,1165
2388,129,8396
10356,62,8787
10141,96,240
244,24,244
9998,230,10483
10464,168,5047
2047,203,1228
7732,171,9874
11961,17,976
11803,163,10574
8053,127,4801
6193,168,9653
12898,233,13589
1795,103,6749
5732,44,7371
620,94,12793
1659,85,12730
3143,9,9590
10650,119,9590
13026,17,10323
7123,200,8053
1189,85,10911
6787,45,11620
9187,115,11115
14353,97,1375
8057,111,6353
10770,96,240
1509,129,6294
5519,168,10159
7508,2,4155
13440,2,9436
3498,201,12441
3839,233,8227
1618,132,14226
14279,85,1200
11472,2,6179
3901,72,13662
2221,179,8826
8787,200,12038
4790,15,8967
9074,108,3422
12621,2,3264
147,227,11330
13195,31,8433
2313,47,4767
1627,113,14455
11573,17,5826
2335,205,5094
2390,17,12396
3512,144,7543
7870,199,14257
3551,227,4855
8843,44,7982
8200,132,3051
3201,156,4675
1246,132,3431
2877,89,8787
8568,233,994
10407,202,8568
11634,196,5444
1075,186,9590
14204,132,11566
5652,227,11330
12930,45,1090
1466,17,11231
10576,183,6118
9937,62,14014
350,94,11719
317,145,7886
10892,77,2390
4470,1,12167
5291,169,1361
5404,202,5817
8341,169,12500
2463,119,4971
8440,119,11493
4772,171,10693
1749,97,565
10378,190,8338
7199,113,14455
12409,40,13605
7615,103,6749
4882,202,11352
3346,109,3906
13342,227,11330
3748,171,12485
2663,202,1764
8892,97,9695
4269,179,5197
5474,94,5909
1739,205,180
14317,94,10898
3113,94,11542
7302,162,3439
7094,94,301
9361,109,11207
7597,94,6928
3946,3,5312
12108,77,10273
2167,230,11183
6725,152,4300
3428,128,9590
14294,164,3428
2454,219,11299
11308,171,12928
7752,152,8621
1569,163,11983
9637,145,1374
3599,169,13668
7943,190,460
2187,145,3727
12913,119,9590
13323,171,8436
6011,43,1238
9765,116,12157
10834,171,13280
12096,69,10381
1497,44,1842
6888,200,10092
2581,132,3051
8083,94,2964
9141,152,13063
7036,17,9590
8639,203,7283
6182,196,5444
11610,47,106
8341,97,2347
7780,196,5444
421,97,12422
1192,97,10469
651,94,11914
6329,132,13783
2670,44,12327
6078,77,11894
5298,109,141
5429,2,2329
10866,62,3120
6789,217,11115
5868,202,12898
13183,50,10127
3820,17,3965
7054,115,12472
13349,152,9276
7703,99,3981
7180,17,9590
14189,94,6189
12535,206,7690
1928,202,8892
